,0
1651,لذاذه
1652,التاخير كان كثيرا
1653,Food was too salty
1654,The food was good
1655,G
1656,
1657,It resive on time
1658,Friendly
1659,Rider waited for me outside and didn't come to my door apartment
1660,رائع
1661,شكرا جزيلا
1662,شكرا جزيلاً
1663,The food was delicious and great
1664,
1665,سي
1666,O
1667,Very goooood.. thanks
1668,💖
1669,لم يعجبني
1670,Bad
1671,Tge coffee was cold
1672,Amazing coffee as usual
1673,Awsem
1674,Good quality coffee.
1675,👌🏼
1676,Excellent service.
1677,رائع
1678,Excllent
1679,The cappuccino was delicious but it didn’t have foam
1680,"the order is wrong , I ordered my coffee in a bottle but I got it in a normal plastic cup!"
1681,طالبه شي وجايبن لي شي ثاني ... لا تجيبو شي لزبون من مخكم
1682,Packaging different than what I ordered im so disappointed 😢
1683,Order not received
1684,"My order wasn’t packed properly, Delivery speed was as expected"
1685,The food packaging was perfect
1686,nothing
1687,Did not give what I ordered-not decaf
1688,I was impressed with how fast my order arrived
1689,Thank you well packed and fast delivered
1690,Good
1691,It was Amaising 😍
1692,شكرا
1693,الطلب لم يصل لي ، اذا ممكن يصل لي بأقرب وقت
1694,شكرا
1695,سريع
1696,Have a good tretment
1697,غالي المطعم
1698,😍😍
1699,the Thermos is not the same as in the picture in size and colour
1700,😍
1701,"Cookies were cold and stale, not tasty at all"
1702,الكثير من قشار البيض في كل قطعة
1703,،
1704,طعم لذيذ بس الاسعار غاليه شوي
1705,"Very poor 
Not arrived"
1706,شكرا طلبات لكن حبات الكوكيز باردة نحبها ساخنة
1707,Perfect
1708,ا
1709,Good
1710,ممتاز
1711,"I gelato was nice, but the kunafa cheesecake tastes so bad!! I dont think thats even cheese, the kunafa tastes plasticy, the pistachio sauce on top tastes soooo fake and just bad in my opinion and it had some kind of sweet liquid in the bottom thats filled with imitation flavouring that font taste like what theyre supposed to. Really bad quality cheesecake!"
1712,ممتاز
1713,ممتاز
1714,Im paying for Acai bowl. The making of the bowl has changed recently and now its much less acai and granola and more banana to fill the bowl.
1715,♥️
1716,thank you
1717,It wasnt like before fresh &amp; hot. I recieved it cold &amp; there is no enough cheese inside
1718,"Paratha are nice, croissants came dry"
1719,Tasty
1720,جيد جدا
1721,I. Ordered hot coffee but recievied very cold
1722,good
1723,NA
1724,cold kark!! waste of time and money
1725,good
1726,شك
1727,Good
1728,Excellent coffeee and croissants
1729,الكافيه جيدا جدا
1730,ممياز
1731,Upset
1732,Plz send the missing item now/ its mohalabiya nutella
1733,Great service
1734,Friendly
1735,الاكل لم يكن كما توقعت  كان سئ للغاية
1736,Ordered 2 mutabal and only got 1 piece of bread
1737,طلبت تبولة وكان الطلب اقل من عادي، تعودت على مستوى افضل من هالمطعم
1738,لذيذ
1739,The hummus with meat was full of olive oil and so heavy to eat
1740,I saw somthing in my food its so bad
1741,Raw chicken
1742,ممتاز
1743,لذيذ
1744,Grill was overcooked &amp; cold
1745,Good
1746,
1747,ات
1748,Very good
1749,اللحم بالعجين عجيب😋
1750,يرجى الالتزام باحضار فكّه في حالة الدفع نقداً.
1751,Took more than our to deliver.
1752,I loved.... mango chicken salad. Yesterday my dinner was there. Thanks ❤️
1753,Very pricy
1754,don't order from them
1755,Fabulous
1756,3 persons bowl biryani is just 2 bowls of biryani combined.
1757,السعر غالي جدًا
1758,Grezt
1759,Great
1760,يوجد شيء ناقص كالعاده
1761,the food was excellent but expensive and little .
1762,Does not taste like indian food much
1763,Bad chicken curry . Quality of curry getting bad versus previously
1764,
1765,food very expensive and the quantity little
1766,
1767,Very good but very expensive
1768,"Very bad goan fish curry , am frequent customer from ramazaan and did not expect this . Bad fish ."
1769,جيد
1770,Good
1771,Very good
1772,Good food
1773,جيد
1774,جميل
1775,Quarter fried chicken seasoned a good amount of salt. I liked it!
1776,يجب تقليل الاسعار وطهي الاكل طازج وليس مثلج
1777,awesome food
1778,طلبت شوارما وجابولي ساندويج دجاج عادي
1779,🥺
1780,Midum wuality
1781,...
1782,م شي
1783,"I asked you to not put cucomber with youghourt 
Also i orderer fanta strawberry not cola"
1784,The fries was cold as ice and the salad was without any sauce!!
1785,ا
1786,عصير ليمون نعناع لا طعم فيه فقط ماء وسكر
1787,كان الأكل لذيذ جداً وفاق توقعاتي
1788,Best meat shwa in muscat I had tried till now ..please keep the quality of your orders hope next time quality will be the same or better . Thanks
1789,Food was coooold
1790,Average. Don't have enough side dishes. Only one small tomato chutney and onesalad delivered with one half and quarter Mandi
1791,Great portion great value for Money
1792,وين طلب
1793,الأكل كان ممكن يكون أفضل
1794,"Their chicken is better than their beef, a bit too sweet for my palet when it comes to savory food"
1795,"The WD fries was pretty good. The beef burger i ordered wasnt that great tbh, tasted bland to me. I think their chicken beats their beef."
1796,The  best ever
1797,Very nice
1798,جيد
1799,.
1800,شكرا على القسيمه
1801,اكثر من رائع
1802,طلبت تكه لحم وصلني كباب
1803,اوكي
1804,He asked me to send the payment amount to his bank account instead of getting me change of 50OMR (as I asked to pay in cash)
1805,.
1806,☺️
1807,I orderit without tomato
1808,Ery good
1809,لا يهتموا بالملاحظات والاكل باااااارد وغير لذيذ
1810,شكرا
1811,شكرا
1812,Excellent
1813,Food was too cold
1814,الشاورما وصلتني باردة جدًا
1815,الطعام كان مراً
1816,ممتاز
1817,"below average taste, lamb kebab taste like chicken
overpriced looking at portion size and taste"
1818,ممناز
1819,Good
1820,The salad delivered without the souce
1821,"Amazing taste , amazing servise :)"
1822,"Food was bad, shrips were so little. The bread like rock its so hard."
1823,I ordered quinoa chicken salad but it was of low quality not worth the price
1824,Missing item always
1825,Very good
1826,The packing and presentation of the food is soo poor for the money I paid. It looks like those sandwiches from a supermarket.
1827,الاكل ما حلو وتغليف الاكل مب حلو
1828,"The salad dressing is missing, the salad was dry and taste less different than my previous orders"
1829,جيده
1830,The olives in the salad were wrotten already
1831,love it.
1832,الأكل لذيذ جدا
1833,my order was not what i ordered.. I recieved completely wrong order.
1834,Where is the extra butter and syrup i asked for ?? The dish is for two person !!
1835,البانكيك لذيذ جدا بصراحه اخيرا بانكيك لذيذ فالسلطنه ب سعر معقول جدا وكميه كبيره اتمنى ما يتغير الطعم very tasty pancakes keep it up please
1836,"The food packaging was perfect, I was impressed with how fast my order arrived, I felt I got great quality for the amount I paid, Food was delicious and surpassed my expectations"
1837,"The food packaging was perfect, I was impressed with how fast my order arrived, I felt I got great quality for the amount I paid, Food was delicious and surpassed my expectations"
1838,"السلطة مكتوب فيها خس وولاسف حاطين ملفوف مكان الخس ولايوجد فيها خس نهائي كلها ملفوف سئ جدا جدا, طلبي وصل بوقت أسرع من المعتاد"
1839,"I felt I got great quality for the amount I paid, Food was delicious and surpassed my expectations, The food packaging was perfect, I was impressed with how fast my order arrived"
1840,جيد جدا
1841,لا ملاعق لا تيشو والاكل ب ٧ وجبه مكرونا مبالغ فيه
1842,👍
1843,Great food
1844,Consistently excellent
1845,Milly cake is delicious but quantity is smaller than before with the same price...الميلي كيك لذييييذ بس الحجم أصغر عن قبل مع نفس السعر
1846,Food is cooled
1847,Cake gallery
1848,I demand a full refund. It took the order two hours to arrive and the help people in support did not provide any support and ended the chat.
1849,
1850,I order Ed anchovies  pizza I got mushroom  pizza
1851,Expensive.
1852,Amazing 😍
1853,Fantastic
1854,Very good
1855,
1856,
1857,الاكل حلو لكن بارد
1858,The besf
1859,"The food packaging was perfect, I was impressed with how fast my order arrived"
1860,تجربة فاشلة - الاكل جداً بارد
1861,food was delieverd hot and in a good amount of time thank you!
1862,ممتاز
1863,Very good
1864,
1865,ممتاز
1866,ممتاز
1867,ت
1868,Great food.
1869,Good
1870,Ff
1871,Good
1872,Good
1873,ممتاز
1874,"Order was notified that it was delivered, but I didn't receive any"
1875,ممتاز
1876,المندازي لذذذذذذيذ ووصل الاكل حااار شكرا من القلب
1877,.
1878,"I ordered 8 pieces plain 
4 pieces nutella 
8 pieces lotus,, but I recieved only 3 pieces plain, 7 pieces nutella and the reat lotus!"
1879,ممتاز
1880,Thanks
1881,😍
1882,ل
1883,Great manaeesh
1884,Awesome
1885,طلبت الاكل للمره الثانيه و لقيت فيه شعررررررررر 🤢 داخل الفطيره مش برعع!
1886,Great work!
1887,Great
1888,لا
1889,Wrong order delivered
1890,Tase was so bad and not as usual
1891,وين هديه اللي ممكن اخصل علبها بسب التاخير
1892,جيد
1893,If cheese was less salty it will be better.
1894,Excellent taste n packaging
1895,طلبت نقانق وجابولي لي لحم !!!!!!!!!!! سلامااااااات!!!!!
1896,the rider was very kind
1897,My drink was missing??!! I did't get it!
1898,Price is over ..
1899,Good
1900,I ordered falafel but no falafel inside only vegetables
1901,😍👌🏼💯
1902,شكرا
1903,Something wrong in the order. I dont want to exactly mention here but they should be careful !!
